id,title,sector_name,administrative_level,estimated_cost,investment_status,project_status,category,sub_sector
762,Aménagement d'une aire de pâturage+ cultures fourragères et sécurisation des couloirs de pâturage,Autre,GOUDÉMA,5000000,p,N,Production animale,Aménagement
681,Aménagement d'une aire de pâturage et parc de vaccination,Autre,ZAMBARA,5000000,p,N,Production animale,Parc de vaccination
1098,Aménagement d'une aire de pâturage pour les bovins et les caprins à travers la production de plantes fourragères et construction d'un forage agro-pastorale sur l'aire aménagée,Autre,ISSÉNÉ,5000000,p,N,Accès à l'eau,Forage simple
777,Aménagement d'une aire de pâturage+ Tracer et sécurisation des couloirs de passages des animaux,Autre,KIDAROUKPÉROU,5000000,p,N,Production animale,Aménagement
1107,Aménagement d'une petite retenue d'eau,Autre,KONEY,5000000,p,N,Production végétale,Aménagement
1113,Aménagement d'une petite retenue d'eau,Autre,POGOUSSOROU,5000000,p,N,Production végétale,Aménagement
1063,Aménagement d'une retenue d'eau,Autre,IBOTO,5000000,p,N,Production végétale,Aménagement
354,Aménagement d'une retenue d'eau,Autre,GOROGAWO,5000000,p,N,Production végétale,Aménagement
364,Aménagement d'une retenue d'eau,Autre,NÉGANZI-PEULH,5000000,p,N,Production végétale,Aménagement
1131,Aménagement d'une retenue d'eau,Autre,GAMA,5000000,p,N,Production végétale,Aménagement
1551,Aménagement d'une retenue d'eau,Autre,DIKOUMINI,5000000,p,N,Production végétale,Aménagement
351,Aménagement d'une retenue d'eau,Autre,BASSO,5000000,p,N,Production végétale,Aménagement
2559,Aménagement d’une retenue d’eau à koutchédougou et réalisation d'un forage alimentaire muni f’un château d’eau,Autre,KOUMAGOU,5000000,p,N,Accès à l'eau,Forage simple
378,Aménagement d'une retenue d'eau de grande capacité à Gnelkiradjè,Autre,GNELKIRADJÉ,5000000,p,N,Production végétale,Aménagement
1922,Aménagement d'une retenue d'eau par surcreusement,Autre,TAKPANTA,5000000,p,N,Production végétale,Aménagement
1915,Aménagement d'une retenue d'eau par surcreusement pour abreuvage des animaux et le maraîchage,Autre,KOUWETAKOUANGOU,5000000,p,N,Production animale,Alimentation
1924,Aménagement d’une retenue d’eau par  surcreusement pour l’abreuvage et  le maraîchage  à TCHAPETA,Autre,TCHAPÉTA,5000000,p,N,Production animale,Alimentation
1578,Aménagement d'une retenue d'eau pour l'abreuvage des animaux et activités de contre saison,Autre,DIPOLI,5000000,p,N,Production animale,Alimentation
1563,Aménagement d'une retenue d'eau pour l'abreuvage des animaux et pour les activités de contre saison,Autre,KPÉRINKPÉ,5000000,p,N,Production animale,Alimentation
1558,Aménagement d'une retenue d'eau pour l'abreuvage des animaux et pour les activités de contre saison,Autre,DIMANSOURI,5000000,p,N,Production animale,Alimentation
353,Aménagement d'une retenue d'eau pour la culture de contre saison,Autre,BASSO,5000000,p,N,Production végétale,Aménagement
365,Aménagement d'une retenue d'eau pour les cultures agro-pastorale,Autre,NÉGANZI-PEULH,5000000,p,N,Production animale,Aménagement
60,"Aménagement d’une retenue d’eau  sur la rivière Lahou, la délimitation d’un couloir de passage de bœuf et d’une aire de pâturage pour réduire les conflits agriculteurs et éleveurs autour de gestion de point d’eau",Autre,LANDA,5000000,p,N,Production animale,Aménagement
2019,Aménagement d'un espace pour le maraîchage,Autre,KOUBORO,5000000,p,N,Production végétale,Aménagement
742,Aménagement d'un espace vert en face de l'école de Bagaria,Autre,BAGARIA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
347,Aménagement d'un micro barage,Autre,BANÉZI,5000000,p,N,Production végétale,Aménagement
1109,Aménagement d'un parc à vaccination,Autre,KONEY,5000000,p,N,Production animale,Parc de vaccination
2530,Aménagement d'un retenue d'eau,Autre,AGBONTÊ,5000000,p,N,Production végétale,Aménagement
1697,Aménagement et électrification de la voie principale,Autre,KOUNAKOGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2038,"Aménagement et réalisation d’un ouvrage de franchissement de pistede 3,5 kmde Saoudjouha",Autre,KILIR,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2217,Aménagement et réhabilitation de 2 ouvrages de franchissement sur la voie wassa- Mowatchori,Autre,MORWATCHOHI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1577,Aménagement  sommaire de la route dipoli-dimansouri et constructiondes ouvrages de franchissement,Autre,DIPOLI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2523,"Aménagement sommaire de la route korontiere, dipoli, OUKOUNSERIHOUN  dimansouri et construction des ouvrages de franchissement",Autre,OUKOUNSÉRIHOUN,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2379,Aménagement sommaire de la vallée.,Autre,BELLO-TOUNGA,5000000,p,N,Production végétale,Aménagement
1553,Aménagement sommaire des pistes et construction des ouvrages de franchissement,Autre,DIKOUMINI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2162,Aménager la piste Léou-Koubly et construire les infrastructures de franchissement nécessaire,Autre,OURAMARÉ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2157,Aménager la piste Ouramaré- Tchalè-Lélou-Koubly-kpaouya et dispensaire Awotobi-Atchankpa-kolah-koubly pour désenclaver koubly,Autre,KOUBLY,5000000,p,N,Santé,Dispensaire isolé
2050,Amenager la piste Pamou-Badjoudè et construire les infrastructures de franchissments au niveau de la rivère Binaou,Autre,PAMOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2720,Aménager  la piste Pamou -Tchitchakou-marché Badjoudè et construire les ouvrages de franchissement à travers les ruisseaux qui enclavent Titchakou de ses fermes,Autre,TCHITCHAKOU,5000000,p,N,Infrastructure marchande,Hangar de marché
2154,Aménager les différentes pistes pour accéder à Atchankpa-kolah,Autre,ATCHANKPA-KOLAH,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1154,Aménager les pistes d'accès du village,Autre,GOUN-GOUN,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2169,Aménager les routes d’accès aux ménages,Autre,TCHINGAYARÉ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2031,"Aménager les voies Sètrah-Koukatè, Sètrah-Solla et Sètrah-EPP Tèhalougou",Autre,SÈTRAH,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
1179,Aménager une retenue d'eau pour abreuver le bétail,Autre,SOROKO GAH,5000000,p,N,Production animale,Alimentation
1153,Aménager un espace de rassemblement communautaire,Autre,GOUN-GOUN,5000000,p,N,Autre,Autre
2108,Aménagé une retenue d’eau pastorale pour l’abreuvement des animaux,Autre,KASSUA-ALLAH,5000000,p,N,Production animale,Alimentation
2236,Appui technique et logistique pour les jeunes éleveurs de la communauté,Autre,LÉMAN-BOGOU,5000000,p,N,Production animale,Aménagement
2393,Assainissement de la voie GUINEE Karimama.,Autre,TONDIKOARIA,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
231,Assainissement des rues avec la réalisation des caniveaux et acquisition de matériel de salubrité,Autre,TIMTIM-BONGO,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
906,Augmentation des forages et réparation des pompes gâter,Autre,TOTOROU,5000000,p,N,Accès à l'eau,Forage simple
2573,Augmentation des hangars  dans le marché,Autre,IKOUNGA,5000000,p,N,Infrastructure marchande,Hangar de marché
1611,Avoir de l'eau potable,Autre,KOUCONGOU,5000000,p,N,Accès à l'eau,Forage simple
1478,Avoir un barrage,Autre,GUÉNÉLAGA,5000000,p,N,Production végétale,Aménagement
1476,Avoir un château d'eau,Autre,GUÉNÉLAGA,5000000,p,N,Accès à l'eau,Forage simple
1480,Avoir un hôpital,Autre,GUÉNÉLAGA,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
1906,Barage,Autre,TAKONTA,5000000,p,N,Production végétale,Aménagement
1890,Barrage,Autre,KOUWA N'PONGOU,5000000,p,N,Production végétale,Aménagement
2341,Barrage,Autre,SAWARAROU,5000000,p,N,Production végétale,Aménagement
2652,Barrage,Autre,MOUPÉMOU,5000000,p,N,Production végétale,Aménagement
1893,Barrage,Autre,TCHOUMI-TCHOUMI,5000000,p,N,Production végétale,Aménagement
1902,Barrage,Autre,KOUTIÉ TCHATIDO,5000000,p,N,Production végétale,Aménagement
1516,Besoin de délimitation des couloirs de passages,Autre,SINAOURAROU-GAH,5000000,p,N,Production animale,Aménagement
1504,Besoin de lampadaires solaire à Nassou,Éclairage public solaire,NASSOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
525,Besoin des équipements et matériaux médicaux avec lampadaire et panneaux solaires,Autre,BÉRÉKOUDO,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
1506,Besoin d'un module de salles de classe à l’EPP Nassou,Autre,NASSOU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
1518,Besoin d'un surcreusement,Autre,SINAOURAROU-GAH,5000000,p,N,Production végétale,Aménagement
1515,Besoin en eau potable,Autre,SINAOURAROU-GAH,5000000,p,N,Accès à l'eau,Forage simple
1505,Besoin en eau potable,Autre,NASSOU,5000000,p,N,Accès à l'eau,Forage simple
2469,Boutique,Autre,DOGA DE GOUANDE,5000000,p,N,Infrastructure marchande,Boutique
2471,Boutiques,Autre,DOGA DE GOUANDE,5000000,p,N,Infrastructure marchande,Boutique
2653,Centre d’alphabétisation,Autre,MOUPÉMOU,5000000,p,N,Education,Infrastructure d'alphabétisation
2464,Centre de Formation,Autre,DOGA DE GOUANDE,5000000,p,N,Education,Infrastructure d'alphabétisation
2479,Centre de santé,Autre,KANDEGUEHOUN,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2484,Centre de santé,Autre,TASSAHOUN,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2026,Centre de santé,Autre,TAMANDÉ,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2005,Centre de santé,Autre,GANTIÉCO,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
28,Centre de santé isolé,Autre,TASSIGOUROU,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2488,Châteaux d'eau,Autre,TCHARIKOUANGA,5000000,p,N,Accès à l'eau,Forage simple
2346,Clôture d'école,Autre,CAMP-ADAGBÈ,5000000,p,N,Education,Clôture de collèges et lycées
2355,Clôture d'école,Autre,BAKPÉROU,5000000,p,N,Education,Clôture de collèges et lycées
2364,Clôture d'école,Autre,BÈYAROU,5000000,p,N,Education,Clôture de collèges et lycées
2367,Clôture de EPP TITIROU,Autre,TITIROU,5000000,p,N,Education,Clôture de collèges et lycées
1033,Cloture de l'Ecole,Autre,LAKALI-KANEY,5000000,p,N,Education,Clôture de collèges et lycées
2351,Clôture de l'école,Autre,DAMAGOUROU,5000000,p,N,Education,Clôture de collèges et lycées
2361,Clôture de l'école,Autre,SINAGOUROU,5000000,p,N,Education,Clôture de collèges et lycées
261,"Clôture de marché, construction de WC",Autre,DÉMSIHOU,5000000,p,N,Infrastructure marchande,Hangar de marché
1880,Clôture du centre de santé,Autre,KOUANDATA,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2475,Clôture du marché,Autre,GOUANDÉ,5000000,p,N,Infrastructure marchande,Hangar de marché
2574,Clôture du marché à construire,Autre,IKOUNGA,5000000,p,N,Infrastructure marchande,Hangar de marché
58,CLÔTURE LE BARRAGE DE TALINTA AFIN D'ÉVITER LES NOYADES,Autre,TALINTA,5000000,p,N,Production végétale,Aménagement
2207,Condtruction de quatre modules de latrines à quatre cabines et dispositifs de lave main.,Autre,MANIGRI-IKANNI,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
89,Connectivité des pistes,Autre,SOBITÈ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2434,Construction centre de santé communautaire,Autre,SAMTIMBARA,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2200,Construction de 15 panneaux solaires pour l'éclairage public,Électrification rurale hors réseau,ATCHAKITAM,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2215,"Construction de 3 salles de classes plus bureau,  magasins,  clôture, cantine scolaire et équipements au profit de l’école primaire de Gah",Autre,GAH,5000000,p,N,Education,Complexe pour les cantines scolaires
2303,Construction de barrage,Autre,BOO,5000000,p,N,Production végétale,Aménagement
234,Construction de centre de formation professionnelle au profit des jeunes,Autre,TIMTIM-BONGO,5000000,p,N,Education,Infrastructure d'alphabétisation
292,Construction de centre de santé,Autre,KODOWARI,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
281,Construction de centre de santé à yari,Autre,YARI,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2206,Construction de dalot d'accès au centre de santé,Autre,MANIGRI-IKANNI,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2201,Construction de de trois forages et réhabilitation de quatre,Autre,ATCHAKITAM,5000000,p,N,Accès à l'eau,Forage simple
2702,Construction de deux écoles Gonkanin et Honka,Autre,GOUFANROU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2668,Constructiondedeuxouvragesdefranchissementsur,Autre,ADA-KPANÉ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
